placekey,location_name,brands,latitude,longitude,street_address,city,region,postal_code,iso_country_code,polygon_wkt,polygon_class,includes_parking_lot,is_synthetic,enclosed,wkt_area_sq_meters
222-222@66b-ndh-649,Club De Ski De Beauce D S N,"",46.370956,-70.931178,536 Ch De L'ecore S,Vallee-Jonction,QC,G0S 3J0,CA,"POLYGON ((-70.93351133633209 46.3698893101795, -70.93357330500646 46.370055225979485, -70.93365041950928 46.37013799523447, -70.93438729142518 46.370764672666525, -70.93455865698702 46.370924296901144, -70.93459293009938 46.37100706483915, -70.93459293009938 46.37107800868616, -70.93454152043084 46.37117851231171, -70.9344558376499 46.37126127986446, -70.93428447208808 46.37140907875384, -70.93413881136053 46.37148593401825, -70.93335052977606 46.371675115746825, -70.93313632282377 46.37175197063687, -70.93296495726194 46.37175197063687, -70.93255367991353 46.37163964422263, -70.93232233640505 46.371545053378824, -70.93149121343014 46.371190336255495, -70.93119739635142 46.37115654807505, -70.93109992873069 46.371206101509884, -70.93021739608723 46.371744088089024, -70.92980672997271 46.372116915530846, -70.92968084971281 46.3720436326664, -70.92881089995832 46.37173939966794, -70.92880077410935 46.37171649916258, -70.92880363020204 46.37167511574681, -70.9289892762274 46.37148002207867, -70.92904068589596 46.371363753803614, -70.92905782245214 46.371304634246805, -70.92905211026674 46.371208072166375, -70.92903782980325 46.37114106980616, -70.9290007005982 46.371089832651705, -70.92891501781726 46.3710287421355, -70.92886646424142 46.371001152847725, -70.92882933503635 46.37097553421088, -70.92877695191206 46.37087367469608, -70.92890644953916 46.370780438043774, -70.92894929092964 46.370679933685715, -70.92894072265155 46.37060307728712, -70.92889788126108 46.37053804486538, -70.92849517219076 46.37017149704009, -70.92807424846171 46.369882475288534, -70.92807532656428 46.3698818042766, -70.92753552504449 46.36953890065242, -70.92712424769609 46.36917825831123, -70.92705570147135 46.36902454117976, -70.92705570147135 46.3689299458069, -70.9272013621989 46.36884717472126, -70.92738129603883 46.36875849127604, -70.92753552504449 46.36874075456971, -70.92816100934519 46.369207819248466, -70.92863226464024 46.36933197501013, -70.92897499576392 46.36931423849003, -70.92924061238476 46.36927285325406, -70.93045730787381 46.36887082361567, -70.93155404746956 46.36847470328372, -70.9321366903798 46.36824412445431, -70.93248798978156 46.36829142275508, -70.93347334176212 46.368817613588845, -70.93366184388015 46.36895950687851, -70.93376466321725 46.369077751004994, -70.93382464116388 46.36925511671476, -70.9336104342116 46.369574373540964, -70.93352475143068 46.369710352733605, -70.93351133633209 46.3698893101795))",OWNED_POLYGON,true,false,false,135938
222-222@8dj-h7c-x3q,Madzone Jump House,"",28.011523,-82.125211,507 S Wheeler St,Plant City,FL,33563,US,"POLYGON ((-82.12487395099998 28.011186518000045, -82.12547037299998 28.011185845000057, -82.12547047499999 28.011257882000052, -82.12540062399995 28.01125796100007, -82.12540107999996 28.011579725000047, -82.12536883999996 28.011579761000064, -82.12536912599995 28.011781464000023, -82.12487479099997 28.011782021000045, -82.12487395099998 28.011186518000045))",,false,false,false,3402
222-222@8gg-k7d-kzz,Midlands Jump,"",34.472994,-81.634361,2805 Hwy 66,Whitmire,SC,29178,US,"POLYGON ((-81.6341363050598 34.4729974, -81.63414695980856 34.47294168504632, -81.63417788109379 34.4728914238605, -81.63422604212465 34.472851536357595, -81.6342867285639 34.4728259270043, -81.634354 34.47281710262254, -81.63442127143611 34.4728259270043, -81.63448195787535 34.472851536357595, -81.63453011890621 34.4728914238605, -81.63456104019144 34.47294168504632, -81.63454674691535 34.4729974, -81.63448195787535 34.4731432636424, -81.63442127143611 34.47316887299569, -81.634354 34.47317769737745, -81.6342867285639 34.47316887299569, -81.63422604212465 34.4731432636424, -81.63417788109379 34.47310337613949, -81.63414695980856 34.47305311495367, -81.6341363050598 34.4729974))",OWNED_POLYGON,,true,false,1187
222-222@8gk-tnb-xdv,Jump Start Academy,"",33.639821,-86.704155,2132 Carson Rd,Birmingham,AL,35215,US,"POLYGON ((-86.70416509799998 33.63994725900005, -86.70404291499995 33.63980336800006, -86.70415609699995 33.63973801100008, -86.70412637699997 33.63970301200004, -86.70422541099998 33.63964582400007, -86.70425843299995 33.639684714000055, -86.70418297799995 33.63972828500005, -86.70430185899994 33.63986828700007, -86.70433958499996 33.63984650200007, -86.70437260799997 33.639885391000064, -86.70425942599996 33.63995074700006, -86.70422640399994 33.63991185800006, -86.70416509799998 33.63994725900005))",OWNED_POLYGON,false,false,false,427
zzw-222@3x2-6rp-6tv,Sun Peaks,"",50.886054,-119.900941,3150 Creekside Way,Sun Peaks,BC,V0E 5N0,CA,"POLYGON ((-119.92604874843873 50.90460334656473, -119.92157090864964 50.906438758644406, -119.92144236668499 50.90653535811088, -119.9198078713614 50.90851447486567, -119.91962993304139 50.90910607570243, -119.91904758944862 50.909544671469284, -119.91890200355044 50.90965686972257, -119.91848142206678 50.90993226428856, -119.91739761593583 50.91009546029954, -119.91049037387728 50.90992206451887, -119.90769188938988 50.90943247294555, -119.90481252384794 50.9084634744415, -119.9033687322305 50.9074355889195, -119.9006418601938 50.90612104505932, -119.89975906364376 50.90547011310427, -119.89826381406333 50.90440318460573, -119.89775753049055 50.90418123918232, -119.89605190281259 50.90302593456597, -119.89550481636863 50.90308110763572, -119.89460234031597 50.90343076039257, -119.89431649961614 50.90369245366306, -119.89363476210906 50.90483890120647, -119.89332741410175 50.90511432427699, -119.89285830398538 50.90525713559799, -119.89158038332349 50.90509392262395, -119.89035099129435 50.90471649042988, -119.88838222308398 50.90399500199365, -119.8795614586174 50.90263545798238, -119.87681150276275 50.90188565143812, -119.87495123850813 50.90167141877904, -119.8742718376499 50.90163061244649, -119.87174834874799 50.901457185134205, -119.86998514175879 50.901049118321836, -119.86898221668238 50.90072266229697, -119.86862634004237 50.90044721324563, -119.8678498819187 50.89931479447039, -119.86831899203504 50.898325180739185, -119.8653910978603 50.89287682752004, -119.85746475451444 50.886774731548435, -119.85731916861626 50.88566239046254, -119.85743825499574 50.885267964716306, -119.85770510710331 50.8850405442017, -119.85806327431841 50.884885096600456, -119.85835723468067 50.884829817020936, -119.85846767959117 50.884861284329915, -119.85930345048813 50.88535113430228, -119.85969707162029 50.88548380111677, -119.8602039262288 50.88554843353055, -119.8603549041973 50.88557564715163, -119.860527450447 50.885596057357006, -119.86091567950885 50.885596057357006, -119.86109900989915 50.885582450554416, -119.86145488653916 50.885545031826794, -119.86246434116595 50.885376770264294, -119.86534677729856 50.88568867149691, -119.8672082255528 50.885582450554416, -119.86877731801107 50.88527629644539, -119.86915909083594 50.88513382054338, -119.86919789949471 50.88510280822388, -119.8700067100402 50.88415371416574, -119.87079934437479 50.88316377825765, -119.87115522101482 50.88274534541552, -119.87133315933482 50.88240855527643, -119.87139786417846 50.88215340961091, -119.87126845449119 50.881837027045215, -119.86947289508016 50.88035714458335, -119.8677258643019 50.8792854762175, -119.86554207582904 50.877172686390416, -119.86539648993084 50.87490668939346, -119.86631853395271 50.87224247092635, -119.86753174977092 50.86878182186857, -119.86937583781463 50.867403615755556, -119.87185079808386 50.86639290537574, -119.88500205755359 50.86357505164453, -119.89262105289215 50.86253362781554, -119.8959695285505 50.86314623288505, -119.90130767815077 50.86645416117406, -119.9039444005291 50.86980268901555, -119.9048017397073 50.87102770008022, -119.90501203044914 50.87186477245818, -119.9059017220492 50.87247725491799, -119.90750316692927 50.87278349312969, -119.91332660285683 50.87333471684023, -119.91353689359867 50.87381448031897, -119.9135692460205 50.87429423885911, -119.9135692460205 50.87443714470367, -119.91322954559138 50.874631087648986, -119.90913696423122 50.874845444702196, -119.90658112290745 50.87499855627944, -119.90235913185998 50.87578452112392, -119.89973858569263 50.876223430788606, -119.89889742272533 50.876682750429765, -119.89773273553982 50.877284962655935, -119.8960989382379 50.877958614568406, -119.89179606613587 50.87943857320734, -119.88957992524121 50.880244875719846, -119.8890946389139 50.88070415572391, -119.8882372997357 50.88190846845749, -119.88716966981563 50.88258205353089, -119.88673291212108 50.88292904810163, -119.88602115884103 50.88326583447834, -119.88540646282645 50.88348015181415, -119.88262415454994 50.88373529021423, -119.87883892119709 50.88360261842056, -119.87765805780067 50.88344953511226, -119.87314489495684 50.882541230470316, -119.87280519452773 50.88256164200507, -119.87236843683316 50.882694316763036, -119.87212579366948 50.882857608254206, -119.87206108882587 50.88296987082241, -119.87178609324039 50.88343932954048, -119.8716243311313 50.88378631772658, -119.8714463928113 50.88419453581346, -119.87126845449129 50.88473541926916, -119.87131698312399 50.88520486019711, -119.87175374081858 50.885745731923215, -119.87182272253598 50.88588967677885, -119.87281597866786 50.886162436989125, -119.8735331240182 50.88646178200134, -119.87415321210308 50.88683596056173, -119.87470320327402 50.8873427976372, -119.87497280678919 50.887676150559834, -119.87503211956252 50.887978887371645, -119.87494584643764 50.88839727321022, -119.87494584643764 50.88853333283581, -119.87531250721831 50.88876123181837, -119.87540956448376 50.88883266261324, -119.87547426932743 50.88887348016113, -119.87561985522558 50.888955115149614, -119.87587867460016 50.88901634129709, -119.87626690366201 50.88906736302518, -119.87744776705843 50.88920001925666, -119.87799775822937 50.88923063217951, -119.879336816473 50.889240231121036, -119.87998743217132 50.8891694063137, -119.8809310444744 50.889023144197395, -119.88132580495733 50.88886564105019, -119.88147025150477 50.88858435509303, -119.88156191669994 50.88823059962736, -119.88168593431692 50.8877611891889, -119.88157809291087 50.8874924665915, -119.88123839248175 50.88724755350695, -119.8796908683047 50.88682915734209, -119.87955067447682 50.886750920243834, -119.87946979342227 50.88662165866316, -119.87947518549258 50.88654682284726, -119.8796746920938 50.886380142643404, -119.88117907970842 50.88577464627254, -119.88227366997998 50.885522920746226, -119.88285601357275 50.88542767289512, -119.88384276243825 50.88506028650228, -119.88391825142249 50.88496163595894, -119.88399913247703 50.88478134304687, -119.88392903556309 50.88468269191285, -119.88391825142249 50.88461805829799, -119.883945211774 50.88452280859687, -119.88396678005522 50.884505799701174, -119.88403148489883 50.88442755870099, -119.88465157298369 50.8842982906737, -119.8848510795849 50.88423705832505, -119.88507215446735 50.88408057529067, -119.88530940556069 50.88395470812075, -119.88566528220072 50.883794822306456, -119.88604272712195 50.883682561726, -119.88610743196558 50.88366215068231, -119.88642017204316 50.883621328568104, -119.886878498019 50.883573702723005, -119.88695937907356 50.88361112303399, -119.8870348680578 50.88374379480344, -119.88716966981538 50.883900278968994, -119.8873206477839 50.884029548100614, -119.88742290093118 50.88419962141045, -119.88771966098629 50.88436632652227, -119.88794073586875 50.88451600503933, -119.88828043629785 50.88459424589097, -119.88884953665509 50.88478432344801, -119.8907086789138 50.88500069114554, -119.89158681406403 50.885189704805356, -119.89270162903188 50.8852281653245, -119.89359075480927 50.88524128824693, -119.89441661230312 50.88506879084975, -119.89590482370683 50.88474222279463, -119.9007415107689 50.881741771658376, -119.90619289384556 50.88002714139535, -119.91021919157366 50.87902008335753, -119.91083546637668 50.87869179535521, -119.91144477032095 50.878164450710315, -119.91243691125676 50.87791608632651, -119.91346679668469 50.87782082292395, -119.91384424160593 50.87775617978988, -119.91391973059015 50.87775617978988, -119.9139682592229 50.877759582062325, -119.91407610062896 50.877797007042886, -119.91738143972483 50.880760289636115, -119.92081079643775 50.8861386253716, -119.92333428533969 50.8881489633692, -119.92430485799429 50.88885307139176, -119.92697393279444 50.89175102714246, -119.9287047873618 50.89641390843521, -119.92891507810361 50.896842421147554, -119.9292386023218 50.89728113245852, -119.93037093708548 50.89754639775778, -119.9308723996237 50.89756680271821, -119.93239296344923 50.8975566002391, -119.93333118368203 50.897474980325846, -119.93388117485296 50.89749538531757, -119.93507821446028 50.89783206639017, -119.93557967699849 50.89833198228002, -119.93567462648478 50.89901548219123, -119.93581712456351 50.90175650879227, -119.93467574939973 50.90266910674902, -119.93369658748036 50.90332285448758, -119.9308574279092 50.90427911615244, -119.92927269365276 50.904566450580774, -119.92604874843873 50.90460334656473))",OWNED_POLYGON,true,false,false,15587377
zzw-222@5yw-bxx-7yv,Tahoe Donner Cross Country Ski Area,"",39.363636,-120.260091,15275 Alder Creek Rd,Truckee,CA,96161,US,"POLYGON ((-120.25597847938297 39.358481079745346, -120.25602312019957 39.358785970560064, -120.25713760376253 39.358633904367196, -120.25827393994435 39.358549423005904, -120.25946490767335 39.358194600172794, -120.25981454957548 39.358084773692525, -120.26000029683595 39.35861700810312, -120.26077606480624 39.3586508006272, -120.26151905384813 39.358524078577595, -120.26142071706319 39.35737512150385, -120.26095088575724 39.356606323497644, -120.26122404349324 39.356335974935355, -120.26213092717683 39.356259939213714, -120.26303781086038 39.356031831552265, -120.26456749418206 39.355491128935185, -120.26635940893028 39.3553475040991, -120.26638126154918 39.35490817923822, -120.26703684011561 39.35464204841158, -120.2675449135046 39.35440971114679, -120.26757769243292 39.35448574888214, -120.26750667142154 39.354629375489786, -120.26743018725547 39.35489128207302, -120.26739740832716 39.35498844071713, -120.26757769243292 39.35507292638479, -120.2678945554067 39.35516163622588, -120.26831521832014 39.35509404778574, -120.26851189189009 39.35501801071244, -120.26871402861474 39.35492930068899, -120.26883421801857 39.355165860501224, -120.26880143909027 39.35560940799026, -120.26861569182977 39.35620502447442, -120.26872495492418 39.35664011699439, -120.26895440742243 39.35709210344164, -120.26914561783764 39.35772150025847, -120.26921663884902 39.358215720629985, -120.26924395462261 39.358667696883124, -120.26921663884902 39.358836659217474, -120.26916747045651 39.35919992685245, -120.26915654414708 39.359309751579495, -120.26906913367155 39.3594998324298, -120.26877958647138 39.3595758646251, -120.26849550242594 39.35958008863352, -120.26857744974672 39.35977439274489, -120.26898718635074 39.36015877537301, -120.26916200730179 39.36038686955894, -120.26907459682626 39.36068254609881, -120.26863754444865 39.36088529500278, -120.26841901825982 39.36099511708005, -120.26801474481053 39.36140061248496, -120.26796011326331 39.361535777096805, -120.26775251338393 39.36169628473366, -120.26774158707451 39.36173852352417, -120.26781807124058 39.361975060278944, -120.26796011326331 39.36205108978002, -120.26814586052382 39.36185679200168, -120.26814586052382 39.36174697127921, -120.26837531302206 39.36188213522082, -120.2683862393315 39.36206798521346, -120.26829882885598 39.36236365463713, -120.26804752373882 39.36249881738538, -120.26752306088571 39.36290430406076, -120.26707508219864 39.362971884944464, -120.26683470339097 39.362971884944464, -120.26644135625108 39.363208417522465, -120.26692211386644 39.363563214887535, -120.26681285077203 39.36435727864992, -120.26716249267415 39.364610701354515, -120.26729360838742 39.3650330704854, -120.26746842933848 39.36570885578176, -120.26729360838742 39.366401528924136, -120.266638029821 39.36712798361921, -120.26639765101328 39.36758412572833, -120.26623375637169 39.368150075685, -120.26612449327727 39.36837814377391, -120.26573114613741 39.368563976480814, -120.26540335685421 39.368724467966075, -120.26493352554827 39.36886806529812, -120.26474777828777 39.36927351499467, -120.26461666257451 39.36961138794347, -120.2641140523402 39.369678962337055, -120.26356773686821 39.36979721736847, -120.26343662115492 39.370008386569324, -120.2631962423472 39.3701773214702, -120.26260622163744 39.370278682214554, -120.26223472711645 39.37053208343171, -120.26141525390841 39.37078548372927, -120.26083615950807 39.37129228156559, -120.26019150725108 39.37170616373659, -120.2595796339224 39.37192577368823, -120.25901146583148 39.37227208028548, -120.25850885559723 39.37257615295467, -120.25801717167239 39.372719742365916, -120.25711028798884 39.37293934912958, -120.25671694084896 39.37193422021104, -120.25644924626765 39.3712458252504, -120.25583190978426 39.37088262026617, -120.25515994175366 39.370464509863716, -120.25456445788915 39.369877461740025, -120.25396897402466 39.36913836535739, -120.25382693200191 39.36888495908247, -120.25361933212257 39.36779952513306, -120.25414925813043 39.367706607824275, -120.25395258456048 39.36640997611518, -120.25389795301332 39.36608053490745, -120.25325876391105 39.36605519321171, -120.25280668785808 39.36383142360419, -120.25265030505417 39.36308064779186, -120.25257529009318 39.36271498712367, -120.25273697360612 39.36247886656599, -120.25306067511555 39.36217854249438, -120.25346206498723 39.36185819539465, -120.25414831218721 39.36095721129967, -120.25430368891175 39.36030649333664, -120.25435548115324 39.360036193323836, -120.25442022145512 39.359785914601595, -120.25480866326646 39.358944971526476, -120.25487340356835 39.35876476812182, -120.25514531283626 39.35865464359014, -120.25554670270796 39.358564541571454, -120.25597847938297 39.358481079745346))",OWNED_POLYGON,true,false,false,1825183
zzw-222@66b-cfh-xyv,Mad River Glen,"",44.197456,-72.92395,57 Schuss Pass,Waitsfield,VT,05673,US,"POLYGON ((-72.92156501153877 44.20265868682631, -72.921506957926 44.2027067081815, -72.92147758097255 44.20274093015483, -72.92147023673418 44.20278831439276, -72.92152164640275 44.203122635432926, -72.92150695792601 44.20319634375345, -72.92144085978074 44.20330953849471, -72.92137843375464 44.20338324658139, -72.92130131925181 44.20344905729514, -72.92110669693515 44.203541192170896, -72.92100387759805 44.20359120818595, -72.9208900419034 44.20366754833759, -72.9207284686594 44.203886038569706, -72.92066971475248 44.203988702374836, -72.92058892813046 44.204228250557684, -72.92057423965373 44.20434934047727, -72.92066619644719 44.20475261349309, -72.920678901708 44.20477433212585, -72.92080834493329 44.204959915015465, -72.92101122183644 44.205191698246935, -72.92121686051063 44.20551284397512, -72.92125725382162 44.20556549064877, -72.92133804044363 44.20569184247356, -72.92140413858891 44.20578397384162, -72.92141148282728 44.205891898975224, -72.92140046646973 44.20599719159793, -72.92134538468201 44.20606299939154, -72.9213233519669 44.20608142556059, -72.92123889322572 44.20607089632184, -72.92115810660371 44.2060551024602, -72.92066604263329 44.20581819402734, -72.92051181362763 44.20569184247356, -72.92027312588083 44.20534700664559, -72.91955339052109 44.20460731382383, -72.91929634217833 44.20436250241009, -72.918866704234 44.204057144812225, -72.9185986395337 44.2038465524432, -72.91848480383905 44.20370703458414, -72.91839300085948 44.20354382459383, -72.91828283728401 44.203304273627886, -72.91812126404 44.203106840780855, -72.91796056929414 44.20303936778463, -72.91788155601589 44.20303270395732, -72.9176908279005 44.20302619310121, -72.91754551124117 44.203022937672884, -72.91747739405712 44.20300340509915, -72.91737748885383 44.20294806277177, -72.91726396021372 44.2029024866984, -72.91710047897197 44.202817845325754, -72.91697786804066 44.20275599193807, -72.91683255138133 44.20270064937825, -72.91672356388682 44.20265507311348, -72.91690520971099 44.2023165054714, -72.91698240918626 44.20227743984904, -72.91710956126319 44.20225790702815, -72.91725487792252 44.20222209683968, -72.91739565343623 44.202189542103994, -72.91745922947469 44.20212117710052, -72.91746611556495 44.20209320338488, -72.91754106920921 44.20202752952186, -72.91757411828185 44.201930127289174, -72.9176438885463 44.20174848485752, -72.91769529821484 44.201632654608666, -72.91772100304912 44.20150102904946, -72.91772100304912 44.20130622268215, -72.9176622491422 44.20119565661957, -72.91728402086645 44.20091660801514, -72.91613831968158 44.20025320414014, -72.91581205617497 44.20013009814506, -72.91572905299952 44.20001810061872, -72.91557465404898 44.199913921504084, -72.9150433400133 44.199529759426795, -72.9148208238787 44.19939627879664, -72.91466642492817 44.199324654919224, -72.91443482650236 44.19923024149321, -72.91428950984303 44.19916512869747, -72.91418506349413 44.199103271474875, -72.91412148745569 44.19903164724126, -72.91445299108476 44.19859213299224, -72.91458014316167 44.19843911615097, -72.9146164723265 44.19831214442782, -72.9146164723265 44.19815912685943, -72.9146119311809 44.19796378470531, -72.91453927285124 44.19784006767276, -72.91445753223037 44.19759263282835, -72.91445753223037 44.19752426249076, -72.914484779104 44.19743635765443, -72.9146073900353 44.19739728879618, -72.91475724784024 44.197341941202666, -72.9149343525188 44.19733217397488, -72.91518411552703 44.19738426583768, -72.91550199571931 44.197446124864946, -72.91588799309565 44.19736473139452, -72.91598335715334 44.197299616537244, -72.91603330975498 44.197192176865414, -72.91604693319178 44.19702613335091, -72.91630123734562 44.19677869508858, -72.91730937166975 44.19683404321117, -72.91751372322192 44.19678846240812, -72.91769536904609 44.196762416219116, -72.91785430914224 44.19667451024624, -72.91784976799663 44.19648893053951, -72.91794967319993 44.19620893198108, -72.91809498985926 44.19611125775236, -72.91809044871364 44.1960526531374, -72.91805411954881 44.19598102519553, -72.91804049611201 44.19590939716659, -72.9183629174499 44.19576288501803, -72.91840695223526 44.19575376442422, -72.91854494485439 44.19565782679244, -72.91883732728053 44.195219515519206, -72.91914578529183 44.19475350899961, -72.91918985072202 44.19409793426734, -72.9192559488673 44.19383728204633, -72.9193991615154 44.193671411850886, -72.91952034144843 44.193592425879444, -72.9197957503871 44.19350554118858, -72.92040165005216 44.19341075774336, -72.9209745006446 44.19337916322774, -72.92136007315874 44.19337916322774, -72.92193292375117 44.193418656369616, -72.9227921996398 44.19350554118858, -72.92317777215395 44.19355293285402, -72.92389383539448 44.193647716070565, -72.92442262055674 44.19371880338293, -72.92449973505956 44.19371880338293, -72.92494038936142 44.1936635132585, -72.92510563472462 44.19361612168199, -72.92522681465765 44.19354503424575, -72.92555730538405 44.19317379846338, -72.9257335671048 44.19193369602437, -72.92575559981992 44.19164143878387, -72.92606405783121 44.191333382285755, -72.92625133590951 44.19111221252487, -72.92680215378685 44.19073306243239, -72.92708857908308 44.19054348647149, -72.927308906234 44.190282818529575, -72.92756228245757 44.189911562197835, -72.92769447874814 44.189627194064244, -72.92776057689342 44.18924803441857, -72.92776057689342 44.18896366308363, -72.92778260960851 44.188821476901666, -72.92792582225663 44.18863189479216, -72.92800293675946 44.188552902066554, -72.9283224111283 44.18847390923509, -72.92854273827925 44.18846600994613, -72.92900542529621 44.18853710350873, -72.92993079933012 44.18921643767133, -72.93053669899518 44.18991946129308, -72.93151715481686 44.19163353991942, -72.93160528567722 44.19186260655874, -72.93191374368853 44.19209167230774, -72.93285371307262 44.192601389700854, -72.93294907713029 44.192650229744274, -72.93301265316876 44.19268930174987, -72.93308077035282 44.19274790970969, -72.93313072295447 44.19281628558916, -72.93318067555612 44.19286838144407, -72.93321700472094 44.19289768534222, -72.93326695732259 44.192946525140094, -72.93329874534183 44.19298559694925, -72.93340319169072 44.19307676440321, -72.9335076380396 44.19325584292004, -72.9335939198061 44.19350004002056, -72.93364387240774 44.19359771857744, -72.93364387240774 44.19370516480301, -72.93355759064126 44.193841914261334, -72.9333850271083 44.1939005210749, -72.93318521670173 44.19394610411182, -72.9330399000424 44.19401122267483, -72.93288550109186 44.19408285301104, -72.93274926672373 44.1941609950967, -72.93256762089956 44.19425867255806, -72.93229515216332 44.19451263319988, -72.93225882299849 44.19458426292662, -72.93219524696003 44.194701475018924, -72.93211350633915 44.194890316232836, -72.93198635426225 44.19504659815912, -72.9319227782238 44.195163809331824, -72.93187736676775 44.19526148513101, -72.93178654385567 44.19544381285629, -72.9317048032348 44.19580846661445, -72.931713885526 44.19591265298804, -72.93163214490512 44.19608195545222, -72.93156856886667 44.196251257429985, -72.93138543601596 44.196443827708606, -72.93137027004958 44.19648324346551, -72.93134456521531 44.1965753892348, -72.93134456521531 44.19662541116351, -72.93139964700303 44.1967728439695, -72.93150132495785 44.19691556998088, -72.93152315741064 44.196928460476805, -72.93163214490514 44.197013110310436, -72.93185920218534 44.197241013104225, -72.9320499303007 44.197377754357404, -72.93238597507542 44.197625190104134, -72.93313980524567 44.19813959267319, -72.93326695732259 44.19824377492513, -72.93345768543797 44.19847818431848, -72.93353034376763 44.198725615444175, -72.93375740104784 44.199441857582435, -72.93391179999838 44.199676262209394, -72.93412977498738 44.199943221898714, -72.93443857288845 44.20076362703194, -72.93450214892691 44.20088082683271, -72.93462021871261 44.20099151531936, -72.93491085203128 44.20118684743558, -72.93509249785544 44.20142124512019, -72.93497442806974 44.20146031131029, -72.93496534577854 44.20146031131029, -72.93484727599282 44.20159053175688, -72.93442040830604 44.20165564187225, -72.93422968019065 44.20183794981244, -72.93410252811375 44.20207885586815, -72.93400262291046 44.20230022813191, -72.93381189479508 44.20244346856521, -72.93351217918523 44.202508577737945, -72.93328512190502 44.20249555590915, -72.93308531149844 44.20248904499367, -72.9329490771303 44.20251508865126, -72.93287641880065 44.20260624136211, -72.93287641880065 44.202795057243115, -72.93275380786932 44.203107578750874, -72.93265390266602 44.20314338840111, -72.93233148132813 44.20313687755723, -72.93211804748474 44.2031564100867, -72.93198635426222 44.20323779555647, -72.93166847406994 44.20329313761169, -72.93143233449852 44.203348479614924, -72.93121890065514 44.20350148370623, -72.93104179597658 44.20356984710795, -72.93086469129803 44.20360891187332, -72.93080565640517 44.203664253579916, -72.93079657411396 44.20374889373649, -72.9308283621332 44.2037847029969, -72.93113261888867 44.203879109124536, -72.9312870178392 44.203947472088046, -72.93165939177872 44.204224178510884, -72.9317275089628 44.204269753561746, -72.93190915478695 44.20440322315072, -72.93212712977595 44.204618076000216, -72.9323042344545 44.20498592830198, -72.93244046882263 44.20513567282891, -72.93251312715229 44.205337501806405, -72.93247679798746 44.2055393300924, -72.93238597507539 44.20557188297699, -72.93224065841605 44.20555886182531, -72.93201360113585 44.20555886182531, -72.93188644905894 44.20554584067075, -72.93166847406994 44.20551328777178, -72.93153223970182 44.20546771368298, -72.93133242929524 44.20540260778067, -72.93110537201503 44.205317970000095, -72.93089647931725 44.20525937454231, -72.93072391578428 44.20520728964201, -72.93056951683376 44.20517473655594, -72.93046052933926 44.20518124717459, -72.92969761687777 44.205278906368044, -72.92960679396568 44.205278906368044, -72.92947055959756 44.20527239576018, -72.92935248981186 44.20520728964201, -72.92915267940528 44.205051034664805, -72.92910726794923 44.20498592830198, -72.92892562212508 44.20495337509358, -72.92892562212508 44.205038013397996, -72.92894378670749 44.205142183451876, -72.92901644503716 44.20527239576018, -72.92903460961958 44.205487245439635, -72.92904369191078 44.20566303095815, -72.92906185649319 44.20582579485942, -72.92906185649319 44.20598204778155, -72.92901644503716 44.20607319512805, -72.92890745754266 44.206138300289204, -72.92882571692179 44.20616434233351, -72.9287258117185 44.206183873859196, -72.92855324818554 44.20625548939793, -72.92843517839984 44.20628804188677, -72.92815362737238 44.20629455238237, -72.92793565238338 44.206229447393916, -72.92748153782296 44.20594949512362, -72.92710008159222 44.20570860489584, -72.92672770765269 44.205363544204744, -72.92650065037249 44.20522682148502, -72.92628267538348 44.205168225936575, -72.92601928893845 44.205168225936575, -72.92532903480662 44.2049663963791, -72.92509289523521 44.20492733251392, -72.9250656483616 44.20488175797179, -72.92450254630668 44.20447809620237, -72.92390311508694 44.204035367210274, -72.92350349427379 44.203644721218815, -72.92339450677929 44.203612167269256, -72.92326735470236 44.20356659170967, -72.92314020262546 44.203514505312675, -72.92301305054855 44.203410332380535, -72.92288589847162 44.203254072636916, -72.92271333493866 44.203039214812705, -72.92235912558154 44.20279831268402, -72.92213206830134 44.20270064937825, -72.92198675164198 44.20268111669767, -72.92185959956508 44.20265832856214, -72.92180964696342 44.20265507311348, -72.92165070686728 44.20265507311348, -72.92156501153877 44.20265868682631))",OWNED_POLYGON,true,false,false,1783843
zzw-223@5qp-t5c-jgk,Snow King Resort,"",43.473628,-110.756771,400 E Snow King Ave,Jackson,WY,83001,US,"POLYGON ((-110.75744707800584 43.47337618486258, -110.75730686568937 43.473879464339596, -110.75702218280998 43.47425567447931, -110.75649073670115 43.474538453902966, -110.75583141221563 43.47467705741926, -110.75525791841858 43.47457430442344, -110.75442106920593 43.4742005897047, -110.75434596735352 43.47330056768022, -110.75494141775482 43.47296188167609, -110.75652657269632 43.473273317152405, -110.75744707800584 43.47337618486258))",OWNED_POLYGON,true,false,false,33987
