Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degF) ,SNWD.I-1 (in) 
842,9/8/18,9:00,0,21.2,60,0
842,9/9/18,9:00,0,21.1,58,0
842,9/10/18,9:00,0,21.2,61,0
842,9/11/18,9:00,0,21.1,61,0
842,9/12/18,9:00,0,21.1,61,0
842,9/13/18,9:00,0,21.1,62,0
842,9/14/18,9:00,0.3,21.1,62,-1
842,9/15/18,9:00,0.3,21.1,63,-1
842,9/16/18,9:00,0.3,21,62,-99.9
842,9/17/18,9:00,0.3,21.1,62,-1
842,9/18/18,9:00,0.3,21.1,62,-1
842,9/19/18,9:00,0.3,21.1,63,-1
842,9/20/18,9:00,0.2,21.3,51,-1
842,9/21/18,9:00,0.3,21.5,55,-1
842,9/22/18,9:00,0.2,21.5,57,0
842,9/23/18,9:00,0.3,21.4,57,0
842,9/24/18,9:00,0.2,21.4,46,0
842,9/25/18,9:00,0.2,21.5,44,0
842,9/26/18,9:00,0.2,21.5,47,-1
842,9/27/18,9:00,0.2,21.6,50,-1
842,9/28/18,9:00,0.2,21.6,52,-99.9
842,9/29/18,9:00,0.3,21.5,58,-1
842,9/30/18,9:00,0.3,21.6,57,-1
842,10/1/18,9:00,0.2,0.1,50,-1
842,10/2/18,9:00,0.2,0,45,0
842,10/3/18,9:00,0.2,0.2,45,0
842,10/4/18,9:00,0.2,0.2,47,-1
842,10/5/18,9:00,0.1,0.2,37,0
842,10/6/18,9:00,0.2,0.4,42,-1
842,10/7/18,9:00,0.2,0.4,47,0
842,10/8/18,9:00,0.2,0.6,37,0
842,10/9/18,9:00,0.5,1.3,35,2
842,10/10/18,9:00,0.6,1.3,29,4
842,10/11/18,9:00,1,1.7,32,8
842,10/12/18,9:00,1.2,2,34,6
842,10/13/18,9:00,1.1,2,41,3
842,10/14/18,9:00,1.1,2.1,26,4
842,10/15/18,9:00,1.2,2.4,24,5
842,10/16/18,9:00,1.3,2.5,40,3
842,10/17/18,9:00,1.2,2.5,35,5
842,10/18/18,9:00,1.3,2.6,41,3
842,10/19/18,9:00,1.5,2.7,38,3
842,10/20/18,9:00,1.4,2.7,45,1
842,10/21/18,9:00,1.3,2.7,47,0
842,10/22/18,9:00,1.1,2.7,48,0
842,10/23/18,9:00,0.8,2.7,44,0
842,10/24/18,9:00,0.5,2.8,39,-1
842,10/25/18,9:00,0.3,2.8,37,0
842,10/26/18,9:00,0.2,2.8,37,-99.9
842,10/27/18,9:00,0.2,2.8,45,-99.9
842,10/28/18,9:00,0.2,2.8,46,-99.9
842,10/29/18,9:00,0.2,2.8,49,-99.9
842,10/30/18,9:00,0.2,2.8,34,-1
842,10/31/18,9:00,0.4,3.1,28,1
842,11/1/18,9:00,0.4,3.1,23,3
842,11/2/18,9:00,0.6,3.3,31,4
842,11/3/18,9:00,1.1,3.7,26,7
842,11/4/18,9:00,1.5,4.1,26,9
842,11/5/18,9:00,2.4,5.2,26,17
842,11/6/18,9:00,2.5,5.3,23,16
842,11/7/18,9:00,2.4,5.3,24,13
842,11/8/18,9:00,2.4,5.3,18,12
842,11/9/18,9:00,2.4,5.3,22,11
842,11/10/18,9:00,2.5,5.4,31,11
842,11/11/18,9:00,2.5,5.4,23,11
842,11/12/18,9:00,2.5,5.5,13,12
842,11/13/18,9:00,2.6,5.5,26,12
842,11/14/18,9:00,2.7,5.6,37,10
842,11/15/18,9:00,2.7,5.7,36,10
842,11/16/18,9:00,2.7,5.7,37,9
842,11/17/18,9:00,2.7,5.7,36,10
842,11/18/18,9:00,2.9,5.7,25,11
842,11/19/18,9:00,2.8,5.7,29,11
842,11/20/18,9:00,2.9,5.8,35,11
842,11/21/18,9:00,2.9,5.8,37,11
842,11/22/18,9:00,2.9,5.8,38,11
842,11/23/18,9:00,3,5.9,22,13
842,11/24/18,9:00,3.5,6.2,28,17
842,11/25/18,9:00,4,6.5,17,22
842,11/26/18,9:00,4,6.5,22,19
842,11/27/18,9:00,4.1,6.6,31,19
842,11/28/18,9:00,4.2,6.7,31,19
842,11/29/18,9:00,4.5,6.9,27,22
842,11/30/18,9:00,4.5,6.9,30,20
842,12/1/18,9:00,4.7,7.1,16,23
842,12/2/18,9:00,4.8,7.3,17,21
842,12/3/18,9:00,4.9,7.4,13,20
842,12/4/18,9:00,5,7.5,11,21
842,12/5/18,9:00,5,7.6,25,24
842,12/6/18,9:00,5.2,7.7,26,24
842,12/7/18,9:00,5.5,7.9,24,24
842,12/8/18,9:00,5.5,8,28,22
842,12/9/18,9:00,5.5,8,19,25
842,12/10/18,9:00,5.4,8,35,19
842,12/11/18,9:00,5.5,8.2,29,22
842,12/12/18,9:00,5.5,8.1,28,21
842,12/13/18,9:00,5.7,8.1,13,18
842,12/14/18,9:00,5.8,8.2,36,19
842,12/15/18,9:00,5.8,8.3,34,22
842,12/16/18,9:00,5.8,8.3,39,21
842,12/17/18,9:00,5.8,8.3,37,23
842,12/18/18,9:00,5.8,8.3,26,23
842,12/19/18,9:00,6.3,8.5,23,27
842,12/20/18,9:00,6.4,8.5,23,25
842,12/21/18,9:00,6.5,8.7,30,25
842,12/22/18,9:00,6.6,8.7,17,27
842,12/23/18,9:00,6.6,8.7,24,26
842,12/24/18,9:00,7,9.1,23,29
842,12/25/18,9:00,7,9.1,29,29
842,12/26/18,9:00,7.1,9.2,26,27
842,12/27/18,9:00,7.1,9.2,11,28
842,12/28/18,9:00,7.1,9.2,11,27
842,12/29/18,9:00,7.1,9.2,5,27
842,12/30/18,9:00,7.1,9.3,27,25
842,12/31/18,9:00,7.2,9.4,17,25
