Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degF) ,SNWD.I-1 (in) 
842,5/26/20,9:00,0.4,21.5,44,0
842,5/27/20,9:00,0.4,21.4,54,-1
842,5/28/20,9:00,0.4,21.5,57,-1
842,5/29/20,9:00,0.4,21.4,60,-1
842,5/30/20,9:00,0.4,21.3,60,-1
842,5/31/20,9:00,0.4,21.3,57,0
842,6/1/20,9:00,0.4,21.3,59,-1
842,6/2/20,9:00,0.3,21.3,62,-1
842,6/3/20,9:00,0.3,21.3,60,-1
842,6/4/20,9:00,0.3,21.4,61,-1
842,6/5/20,9:00,0.4,21.3,65,-1
842,6/6/20,9:00,0.3,21.4,50,0
842,6/7/20,9:00,0.3,21.5,55,0
842,6/8/20,9:00,0.3,21.5,50,0
842,6/9/20,9:00,0.4,22.2,29,3
842,6/10/20,9:00,0.4,22.2,43,0
842,6/11/20,9:00,0.4,22.2,53,-1
842,6/12/20,9:00,0.4,22.1,61,-1
842,6/13/20,9:00,0.3,22,61,-1
842,6/14/20,9:00,0.3,22.1,58,0
842,6/15/20,9:00,0.3,22.2,58,0
842,6/16/20,9:00,0.3,22.1,61,0
842,6/17/20,9:00,0.3,22.1,58,0
842,6/18/20,9:00,0.3,22.2,53,-1
842,6/19/20,9:00,0.3,22.3,48,0
842,6/20/20,9:00,0.4,22.4,54,0
842,6/21/20,9:00,0.4,22.3,55,-1
842,6/22/20,9:00,0.4,22.2,58,0
842,6/23/20,9:00,0.3,22.3,61,-1
842,6/24/20,9:00,0.3,22.2,63,-1
842,6/25/20,9:00,0.3,22.2,65,-1
842,6/26/20,9:00,0.3,22.3,63,-1
842,6/27/20,9:00,0.3,22.3,59,0
842,6/28/20,9:00,0.3,22.3,59,0
842,6/29/20,9:00,0.1,22.2,57,-1
842,6/30/20,9:00,0.1,22.3,45,-1
842,7/1/20,9:00,0.1,22.4,56,0
842,7/2/20,9:00,0.1,22.3,61,-1
842,7/3/20,9:00,0.1,22.2,66,-1
842,7/4/20,9:00,0.1,22.2,63,-2
842,7/5/20,9:00,0.1,22.6,62,-1
842,7/6/20,9:00,0.1,22.5,65,-1
842,7/7/20,9:00,0.2,22.5,65,0
842,7/8/20,9:00,0.1,22.5,63,-1
842,7/9/20,9:00,0.1,22.5,66,-1
842,7/10/20,9:00,0.1,22.5,65,-1
842,7/11/20,9:00,0.1,22.4,67,-1
842,7/12/20,9:00,0.2,22.3,68,-1
842,7/13/20,9:00,0.1,22.4,65,-1
842,7/14/20,9:00,0.2,22.4,63,-1
842,7/15/20,9:00,0.1,22.5,62,-1
842,7/16/20,9:00,0.2,22.8,64,-2
842,7/17/20,9:00,0.1,22.7,62,-1
842,7/18/20,9:00,0.1,22.8,62,-1
842,7/19/20,9:00,0.1,22.8,62,-1
842,7/20/20,9:00,0.1,22.6,65,-1
842,7/21/20,9:00,0.2,22.7,66,-1
842,7/22/20,9:00,0.1,22.8,61,-1
842,7/23/20,9:00,0.1,22.7,59,-1
842,7/24/20,9:00,0.1,22.8,49,0
842,7/25/20,9:00,0.1,22.9,54,-1
842,7/26/20,9:00,0.2,23.1,58,-1
842,7/27/20,9:00,0.1,23,65,-1
842,7/28/20,9:00,0.1,23.2,53,0
842,7/29/20,9:00,0.3,23.1,60,-1
842,7/30/20,9:00,0.1,23.1,58,0
842,7/31/20,9:00,0.2,23.1,62,-1
842,8/1/20,9:00,0.1,23.1,65,-99.9
842,8/2/20,9:00,0.1,23.1,64,0
842,8/3/20,9:00,0.1,23.2,66,-1
842,8/4/20,9:00,0.1,23.2,67,-1
842,8/5/20,9:00,0.1,23.2,67,-99.9
842,8/6/20,9:00,0.1,23.2,65,-1
842,8/7/20,9:00,0.2,23.1,64,0
842,8/8/20,9:00,0.1,23,65,-1
842,8/9/20,9:00,0.1,23.1,65,-99.9
842,8/10/20,9:00,0.2,23.1,64,0
842,8/11/20,9:00,0.2,23.1,63,-1
842,8/12/20,9:00,0.1,23,63,-1
842,8/13/20,9:00,0.2,22.9,65,-1
842,8/14/20,9:00,0.2,23,66,-1
842,8/15/20,9:00,0.2,23,63,0
842,8/16/20,9:00,0.2,23,67,-99.9
842,8/17/20,9:00,0.2,23.1,68,-1
842,8/18/20,9:00,0.1,23,69,-1
842,8/19/20,9:00,0.2,23,69,-1
842,8/20/20,9:00,0.2,21.9,67,-99.9
842,8/21/20,9:00,0.1,23.2,63,0
842,8/22/20,9:00,0.1,23.2,68,-1
842,8/23/20,9:00,0,23.2,69,-1
842,8/24/20,9:00,0,23.2,66,-1
842,8/25/20,9:00,0,23.2,66,-1
842,8/26/20,9:00,0,23.4,63,-1
842,8/27/20,9:00,0,23.5,64,-1
842,8/28/20,9:00,0.1,23.4,64,-1
842,8/29/20,9:00,0.2,24.1,45,1
842,8/30/20,9:00,0.1,24.2,57,0
842,8/31/20,9:00,0.1,24.2,59,-1
842,9/1/20,9:00,0.2,24.5,46,0
842,9/2/20,9:00,0.1,24.5,56,0
842,9/3/20,9:00,0.1,-99.9,61,0
842,9/4/20,9:00,0.1,24.4,64,-1
842,9/5/20,9:00,0,24.4,68,-1
842,9/6/20,9:00,0,24.4,65,-1
842,9/7/20,9:00,0.1,24.4,60,0
842,9/8/20,9:00,0.2,24.6,35,1
842,9/9/20,9:00,0.6,25.1,40,1
842,9/10/20,9:00,0.4,25.1,43,0
842,9/11/20,9:00,0.4,25.2,33,1
842,9/12/20,9:00,0.4,25.3,51,0
842,9/13/20,9:00,0.3,25.2,56,-1
842,9/14/20,9:00,0.3,25.2,58,-99.9
842,9/15/20,9:00,0,25.2,58,-1
842,9/16/20,9:00,0.1,25.2,58,-1
842,9/17/20,9:00,0.1,25.2,58,-1
842,9/18/20,9:00,0.1,25.2,60,-1
842,9/19/20,9:00,0.1,25.2,59,-99.9
842,9/20/20,9:00,0.1,25.2,53,-1
842,9/21/20,9:00,0.1,25.2,59,-99.9
842,9/22/20,9:00,0,25.2,59,-1
842,9/23/20,9:00,0.1,25.2,54,-99.9
842,9/24/20,9:00,0.1,25.2,57,-1
842,9/25/20,9:00,0,25.2,60,-1
842,9/26/20,9:00,0.1,25.2,57,0
842,9/27/20,9:00,0.1,25.2,44,0
842,9/28/20,9:00,0.2,25.4,37,-1
842,9/29/20,9:00,0.2,25.3,50,-1
842,9/30/20,9:00,0.1,25.3,52,0
842,10/1/20,9:00,0,-0.1,51,-1
842,10/2/20,9:00,0,-0.1,53,-1
842,10/3/20,9:00,0.1,0,49,-1
842,10/4/20,9:00,0.1,0,53,-99.9
842,10/5/20,9:00,0.1,0,53,-1
842,10/6/20,9:00,0.1,-0.1,55,-1
842,10/7/20,9:00,0,-0.1,60,-99.9
842,10/8/20,9:00,0,-0.1,55,-1
842,10/9/20,9:00,0,-0.1,55,-1
842,10/10/20,9:00,0,-0.1,56,-1
842,10/11/20,9:00,0.1,0,41,0
842,10/12/20,9:00,0.6,0.5,40,1
842,10/13/20,9:00,0.3,0.5,50,-1
842,10/14/20,9:00,0.1,0.5,51,-1
842,10/15/20,9:00,0.1,0.5,35,0
842,10/16/20,9:00,0.2,0.5,39,-1
842,10/17/20,9:00,0.2,0.4,43,0
842,10/18/20,9:00,0.1,0.5,47,-1
842,10/19/20,9:00,0.1,0.5,48,-1
842,10/20/20,9:00,0.2,0.5,46,-1
842,10/21/20,9:00,0.1,0.5,49,-99.9
842,10/22/20,9:00,0.1,0.5,51,-1
842,10/23/20,9:00,0.1,0.5,39,0
842,10/24/20,9:00,0.2,0.5,45,-1
842,10/25/20,9:00,0.2,0.5,39,0
842,10/26/20,9:00,0.7,1.2,10,6
842,10/27/20,9:00,0.8,1.2,27,4
842,10/28/20,9:00,0.9,1.3,35,3
842,10/29/20,9:00,0.9,1.3,39,2
842,10/30/20,9:00,0.9,1.4,42,0
842,10/31/20,9:00,0.9,1.3,39,2
842,11/1/20,9:00,0.8,1.4,45,1
842,11/2/20,9:00,0.9,1.4,49,1
842,11/3/20,9:00,0.8,1.4,49,1
842,11/4/20,9:00,0.8,1.4,45,0
842,11/5/20,9:00,0.5,1.4,46,-99.9
842,11/6/20,9:00,0.3,1.3,46,-99.9
842,11/7/20,9:00,0.2,1.3,47,-99.9
842,11/8/20,9:00,0.9,2,26,4
842,11/9/20,9:00,1,2.1,24,6
842,11/10/20,9:00,1.3,2.4,18,9
842,11/11/20,9:00,1.3,2.5,24,6
842,11/12/20,9:00,1.6,2.6,18,9
842,11/13/20,9:00,1.6,2.7,32,7
842,11/14/20,9:00,2,3,18,12
842,11/15/20,9:00,2.6,2.9,25,12
842,11/16/20,9:00,2.7,3,38,10
842,11/17/20,9:00,2.7,3,50,8
842,11/18/20,9:00,2.7,3,43,10
842,11/19/20,9:00,2.7,3,42,9
842,11/20/20,9:00,2.7,3,40,9
842,11/21/20,9:00,2.7,3,36,9
842,11/22/20,9:00,2.6,3,39,7
842,11/23/20,9:00,2.9,3.2,36,10
842,11/24/20,9:00,3,3.4,22,13
842,11/25/20,9:00,3.1,3.5,33,10
842,11/26/20,9:00,3.1,3.5,27,12
842,11/27/20,9:00,3.1,3.5,23,12
842,11/28/20,9:00,3.2,3.5,30,11
842,11/29/20,9:00,3.2,3.5,27,11
842,11/30/20,9:00,3.2,3.5,29,11
842,12/1/20,9:00,3.2,3.5,15,14
842,12/2/20,9:00,3.2,3.5,12,13
842,12/3/20,9:00,3.2,3.6,22,13
842,12/4/20,9:00,3.3,3.6,37,11
842,12/5/20,9:00,3.4,3.7,40,12
842,12/6/20,9:00,3.3,3.7,37,11
842,12/7/20,9:00,3.4,3.7,45,10
842,12/8/20,9:00,3.4,3.7,42,11
842,12/9/20,9:00,3.4,3.7,47,10
842,12/10/20,9:00,3.4,3.7,32,13
842,12/11/20,9:00,3.7,4,20,18
842,12/12/20,9:00,3.8,4.1,15,19
842,12/13/20,9:00,3.8,4.2,15,17
842,12/14/20,9:00,4,4.3,28,17
842,12/15/20,9:00,4,4.4,11,19
842,12/16/20,9:00,4.1,4.5,17,20
842,12/17/20,9:00,4.2,4.5,30,18
842,12/18/20,9:00,4.4,4.7,20,21
842,12/19/20,9:00,4.5,4.9,19,20
842,12/20/20,9:00,4.5,4.9,24,20
842,12/21/20,9:00,4.6,5,33,18
842,12/22/20,9:00,4.5,4.9,37,18
842,12/23/20,9:00,5,5,4,23
842,12/24/20,9:00,5.1,5,16,21
842,12/25/20,9:00,5.2,5.1,36,19
842,12/26/20,9:00,5.3,5.1,37,19
842,12/27/20,9:00,5.3,5.1,17,22
842,12/28/20,9:00,5.4,5.2,22,22
842,12/29/20,9:00,5.8,5.6,17,26
842,12/30/20,9:00,5.8,5.6,15,25
842,12/31/20,9:00,5.9,5.8,22,24
